date,state,index,dataPoint,candidate,percentage
2019.11.1,Nevada,win,1,Democrats,63.1
2019.11.1,Nevada,win,1,3rd Party,0.0
2019.11.1,Nebraska-3,vote,1,Trump,75.1
2019.11.1,Nebraska-3,vote,1,Democrats,20.4
2019.11.1,Nebraska-3,vote,1,3rd Party,4.4
2019.11.1,Nebraska-3,win,1,Trump,100.0
2019.11.1,Nebraska-3,win,1,Democrats,0.0
2019.11.1,Nebraska-3,win,1,3rd Party,0.0
2019.11.1,Nebraska-2,vote,1,Trump,49.2
2019.11.1,Nebraska-2,vote,1,Democrats,46.3
2019.11.1,Nebraska-2,vote,1,3rd Party,4.3
2019.11.1,Nebraska-2,win,1,Trump,57.1
2019.11.1,Nebraska-2,win,1,Democrats,42.9
2019.11.1,Nebraska-2,win,1,3rd Party,0.0
2019.11.1,Nebraska-1,vote,1,Trump,58.9
2019.11.1,Nebraska-1,vote,1,Democrats,36.2
2019.11.1,Nebraska-1,vote,1,3rd Party,4.8
2019.11.1,Nebraska-1,win,1,Trump,94.8
2019.11.1,Nebraska-1,win,1,Democrats,5.2
2019.11.1,Nebraska-1,win,1,3rd Party,0.0
2019.11.1,Nebraska,vote,1,Trump,60.4
2019.11.1,Nebraska,vote,1,Democrats,34.9
2019.11.1,Nebraska,vote,1,3rd Party,4.6
2019.11.1,Nebraska,win,1,Trump,98.2
2019.11.1,Nebraska,win,1,Democrats,1.8
2019.11.1,Nebraska,win,1,3rd Party,0.0
2019.11.1,Montana,vote,1,Trump,54.7
2019.11.1,Montana,vote,1,Democrats,38.4
2019.11.1,Montana,vote,1,3rd Party,6.9
2019.11.1,Montana,win,1,Trump,88.1
2019.11.1,Montana,win,1,Democrats,11.9
2019.11.1,Montana,win,1,3rd Party,0.0
2019.11.1,Missouri,vote,1,Trump,56.8
2019.11.1,Missouri,vote,1,Democrats,40.2
2019.11.1,Missouri,vote,1,3rd Party,2.9
2019.11.1,Missouri,win,1,Trump,89.0
2019.11.1,Missouri,win,1,Democrats,11.0
2019.11.1,Missouri,win,1,3rd Party,0.0
2019.11.1,Mississippi,vote,1,Trump,57.6
2019.11.1,Mississippi,vote,1,Democrats,39.7
2019.11.1,Mississippi,vote,1,3rd Party,2.6
2019.11.1,Mississippi,win,1,Trump,90.0
2019.11.1,Mississippi,win,1,Democrats,10.0
2019.11.1,Mississippi,win,1,3rd Party,0.0
2019.11.1,Minnesota,vote,1,Trump,43.6
2019.11.1,Minnesota,vote,1,Democrats,50.8
2019.11.1,Minnesota,vote,1,3rd Party,5.5
2019.11.1,Minnesota,win,1,Trump,30.3
2019.11.1,Minnesota,win,1,Democrats,69.7
2019.11.1,Minnesota,win,1,3rd Party,0.0
2019.11.1,Michigan,vote,1,Trump,46.1
2019.11.1,Michigan,vote,1,Democrats,50.4
2019.11.1,Michigan,vote,1,3rd Party,3.4
2019.11.1,Michigan,win,1,Trump,36.5
2019.11.1,Michigan,win,1,Democrats,63.5
2019.11.1,Michigan,win,1,3rd Party,0.0
2019.11.1,Massachusetts,vote,1,Trump,32.1
2019.11.1,Massachusetts,vote,1,Democrats,61.7
2019.11.1,Massachusetts,vote,1,3rd Party,6.1
2019.11.1,Massachusetts,win,1,Trump,0.2
2019.11.1,Massachusetts,win,1,Democrats,99.8
2019.11.1,Massachusetts,win,1,3rd Party,0.0
2019.11.1,Maryland,vote,1,Trump,34.5
2019.11.1,Maryland,vote,1,Democrats,62.0
2019.11.1,Maryland,vote,1,3rd Party,3.5
2019.11.1,Maryland,win,1,Trump,0.5
2019.11.1,Maryland,win,1,Democrats,99.5
2019.11.1,Maryland,win,1,3rd Party,0.0
2019.11.1,Maine-2,vote,1,Trump,48.9
2019.11.1,Maine-2,vote,1,Democrats,45.3
2019.11.1,Maine-2,vote,1,3rd Party,5.7
2019.11.1,Maine-2,win,1,Trump,58.6
2019.11.1,Maine-2,win,1,Democrats,41.4
2019.11.1,Maine-2,win,1,3rd Party,0.0
2019.11.1,Maine-1,vote,1,Trump,37.1
2019.11.1,Maine-1,vote,1,Democrats,57.9
2019.11.1,Maine-1,vote,1,3rd Party,4.9
2019.11.1,Maine-1,win,1,Trump,7.6
2019.11.1,Maine-1,win,1,Democrats,92.4
2019.11.1,Maine-1,win,1,3rd Party,0.0
2019.11.1,Maine,vote,1,Trump,42.8
2019.11.1,Maine,vote,1,Democrats,50.9
2019.11.1,Maine,vote,1,3rd Party,6.2
2019.11.1,Maine,win,1,Trump,28.3
2019.11.1,Maine,win,1,Democrats,71.7
2019.11.1,Maine,win,1,3rd Party,0.0
2019.11.1,Louisiana,vote,1,Trump,59.1
2019.11.1,Louisiana,vote,1,Democrats,37.0
2019.11.1,Louisiana,vote,1,3rd Party,3.7
2019.11.1,Louisiana,win,1,Trump,95.6
2019.11.1,Louisiana,win,1,Democrats,4.4
2019.11.1,Louisiana,win,1,3rd Party,0.0
2019.11.1,Kentucky,vote,1,Trump,62.5
2019.11.1,Kentucky,vote,1,Democrats,34.3
2019.11.1,Kentucky,vote,1,3rd Party,3.1
2019.11.1,Kentucky,win,1,Trump,99.3
2019.11.1,Kentucky,win,1,Democrats,0.7
2019.11.1,Kentucky,win,1,3rd Party,0.0
2019.11.1,Kansas,vote,1,Trump,56.8
2019.11.1,Kansas,vote,1,Democrats,37.9
2019.11.1,Kansas,vote,1,3rd Party,5.2
2019.11.1,Kansas,win,1,Trump,92.1
2019.11.1,Kansas,win,1,Democrats,7.9
2019.11.1,Kansas,win,1,3rd Party,0.0
2019.11.1,Iowa,vote,1,Trump,49.2
2019.11.1,Iowa,vote,1,Democrats,46.3
2019.11.1,Iowa,vote,1,3rd Party,4.4
2019.11.1,Iowa,win,1,Trump,59.1
2019.11.1,Iowa,win,1,Democrats,40.9
2019.11.1,Iowa,win,1,3rd Party,0.0
2019.11.1,Indiana,vote,1,Trump,56.7
2019.11.1,Indiana,vote,1,Democrats,39.9
2019.11.1,Indiana,vote,1,3rd Party,3.3
2019.11.1,Indiana,win,1,Trump,89.1
2019.11.1,Indiana,win,1,Democrats,10.9
2019.11.1,Indiana,win,1,3rd Party,0.0
2019.11.1,Illinois,vote,1,Trump,38.5
2019.11.1,Illinois,vote,1,Democrats,58.0
2019.11.1,Illinois,vote,1,3rd Party,3.3
2019.11.1,Illinois,win,1,Trump,6.9
2019.11.1,Illinois,win,1,Democrats,93.1
2019.11.1,Illinois,win,1,3rd Party,0.0
2019.11.1,Idaho,vote,1,Trump,63.3
2019.11.1,Idaho,vote,1,Democrats,30.2
2019.11.1,Idaho,vote,1,3rd Party,6.4
2019.11.1,Idaho,win,1,Trump,99.8
2019.11.1,Idaho,win,1,Democrats,0.2
2019.11.1,Idaho,win,1,3rd Party,0.0
2019.11.1,Hawaii,vote,1,Trump,27.3
2019.11.1,Hawaii,vote,1,Democrats,67.7
2019.11.1,Hawaii,vote,1,3rd Party,5.0
2019.11.1,Hawaii,win,1,Trump,0.0
2019.11.1,Hawaii,win,1,Democrats,100.0
2019.11.1,Hawaii,win,1,3rd Party,0.0
2019.11.1,Georgia,vote,1,Trump,51.7
2019.11.1,Georgia,vote,1,Democrats,46.1
2019.11.1,Georgia,vote,1,3rd Party,2.1
2019.11.1,Georgia,win,1,Trump,65.3
2019.11.1,Georgia,win,1,Democrats,34.7
2019.11.1,Georgia,win,1,3rd Party,0.0
2019.11.1,Florida,vote,1,Trump,48.7
2019.11.1,Florida,vote,1,Democrats,48.7
2019.11.1,Florida,vote,1,3rd Party,2.5
2019.11.1,Florida,win,1,Trump,50.2
2019.11.1,Florida,win,1,Democrats,49.8
2019.11.1,Florida,win,1,3rd Party,0.0
2019.11.1,District of Columbia,vote,1,Trump,10.7
2019.11.1,District of Columbia,vote,1,Democrats,84.4
2019.11.1,District of Columbia,vote,1,3rd Party,4.7
2019.11.1,District of Columbia,win,1,Trump,0.0
2019.11.1,District of Columbia,win,1,Democrats,100.0
2019.11.1,District of Columbia,win,1,3rd Party,0.0
2019.11.1,Delaware,vote,1,Trump,39.0
2019.11.1,Delaware,vote,1,Democrats,57.6
2019.11.1,Delaware,vote,1,3rd Party,3.2
2019.11.1,Delaware,win,1,Trump,8.3
2019.11.1,Delaware,win,1,Democrats,91.7
2019.11.1,Delaware,win,1,3rd Party,0.0
2019.11.1,Connecticut,vote,1,Trump,38.6
2019.11.1,Connecticut,vote,1,Democrats,57.1
2019.11.1,Connecticut,vote,1,3rd Party,4.3
2019.11.1,Connecticut,win,1,Trump,8.9
2019.11.1,Connecticut,win,1,Democrats,91.1
2019.11.1,Connecticut,win,1,3rd Party,0.0
2019.11.1,Colorado,vote,1,Trump,42.4
2019.11.1,Colorado,vote,1,Democrats,51.7
2019.11.1,Colorado,vote,1,3rd Party,5.8
2019.11.1,Colorado,win,1,Trump,25.3
2019.11.1,Colorado,win,1,Democrats,74.7
2019.11.1,Colorado,win,1,3rd Party,0.0
2019.11.1,California,vote,1,Trump,33.1
2019.11.1,California,vote,1,Democrats,61.6
2019.11.1,California,vote,1,3rd Party,5.2
2019.11.1,California,win,1,Trump,0.0
2019.11.1,California,win,1,Democrats,100.0
2019.11.1,California,win,1,3rd Party,0.0
2019.11.1,Arkansas,vote,1,Trump,62.3
2019.11.1,Arkansas,vote,1,Democrats,33.2
2019.11.1,Arkansas,vote,1,3rd Party,4.3
2019.11.1,Arkansas,win,1,Trump,99.4
2019.11.1,Arkansas,win,1,Democrats,0.6
2019.11.1,Arkansas,win,1,3rd Party,0.0
2019.11.1,Arizona,vote,1,Trump,48.8
2019.11.1,Arizona,vote,1,Democrats,46.7
2019.11.1,Arizona,vote,1,3rd Party,4.5
2019.11.1,Arizona,win,1,Trump,56.3
2019.11.1,Arizona,win,1,Democrats,43.7
2019.11.1,Arizona,win,1,3rd Party,0.0
2019.11.1,Alaska,vote,1,Trump,51.4
2019.11.1,Alaska,vote,1,Democrats,37.3
2019.11.1,Alaska,vote,1,3rd Party,11.2
2019.11.1,Alaska,win,1,Trump,85.1
2019.11.1,Alaska,win,1,Democrats,14.9
2019.11.1,Alaska,win,1,3rd Party,0.0
2019.11.1,Alabama,vote,1,Trump,62.2
2019.11.1,Alabama,vote,1,Democrats,34.8
2019.11.1,Alabama,vote,1,3rd Party,2.9
2019.11.1,Alabama,win,1,Trump,99.3
2019.11.1,Alabama,win,1,Democrats,0.7
2019.11.1,Alabama,win,1,3rd Party,0.0
2019.11.2,Wyoming,vote,1,Trump,69.1
2019.11.2,Wyoming,vote,1,Democrats,24.5
2019.11.2,Wyoming,vote,1,3rd Party,6.3
2019.11.2,Wyoming,win,1,Trump,100.0
2019.11.2,Wyoming,win,1,Democrats,0.0
2019.11.2,Wyoming,win,1,3rd Party,0.0
2019.11.2,Wisconsin,vote,1,Trump,47.1
2019.11.2,Wisconsin,vote,1,Democrats,48.7
2019.11.2,Wisconsin,vote,1,3rd Party,4.1
2019.11.2,Wisconsin,win,1,Trump,44.9
2019.11.2,Wisconsin,win,1,Democrats,55.1
2019.11.2,Wisconsin,win,1,3rd Party,0.0
2019.11.2,West Virginia,vote,1,Trump,65.5
2019.11.2,West Virginia,vote,1,Democrats,31.3
2019.11.2,West Virginia,vote,1,3rd Party,3.1
2019.11.2,West Virginia,win,1,Trump,99.9
2019.11.2,West Virginia,win,1,Democrats,0.1
2019.11.2,West Virginia,win,1,3rd Party,0.0
2019.11.2,Washington,vote,1,Trump,37.6
2019.11.2,Washington,vote,1,Democrats,56.3
2019.11.2,Washington,vote,1,3rd Party,6.0
2019.11.2,Washington,win,1,Trump,8.1
2019.11.2,Washington,win,1,Democrats,91.9
2019.11.2,Washington,win,1,3rd Party,0.0
2019.11.2,Virginia,vote,1,Trump,43.7
2019.11.2,Virginia,vote,1,Democrats,52.7
2019.11.2,Virginia,vote,1,3rd Party,3.4
2019.11.2,Virginia,win,1,Trump,25.7
2019.11.2,Virginia,win,1,Democrats,74.3
2019.11.2,Virginia,win,1,3rd Party,0.0
2019.11.2,Vermont,vote,1,Trump,29.2
2019.11.2,Vermont,vote,1,Democrats,63.6
2019.11.2,Vermont,vote,1,3rd Party,7.1
2019.11.2,Vermont,win,1,Trump,0.1
2019.11.2,Vermont,win,1,Democrats,99.9
2019.11.2,Vermont,win,1,3rd Party,0.0
2019.11.2,Utah,vote,1,Trump,60.4
2019.11.2,Utah,vote,1,Democrats,31.5
2019.11.2,Utah,vote,1,3rd Party,8.0
2019.11.2,Utah,win,1,Trump,99.6
2019.11.2,Utah,win,1,Democrats,0.4
2019.11.2,Utah,win,1,3rd Party,0.0
2019.11.2,US,win,1,Trump,45.7
2019.11.2,US,win,1,Democrats,54.3
2019.11.2,US,win,1,3rd Party,0.0
2019.11.2,US,win,2,Trump,46.0
2019.11.2,US,win,2,Democrats,49.9
2019.11.2,US,win,2,3rd Party,4.0
2019.11.2,US,win,3,Trump,242.6
2019.11.2,US,win,3,Democrats,295.4
2019.11.2,US,win,3,3rd Party,0.0
2019.11.2,Texas,vote,1,Trump,53.0
2019.11.2,Texas,vote,1,Democrats,44.1
2019.11.2,Texas,vote,1,3rd Party,2.7
2019.11.2,Texas,win,1,Trump,76.6
2019.11.2,Texas,win,1,Democrats,23.4
2019.11.2,Texas,win,1,3rd Party,0.0
2019.11.2,Tennessee,vote,1,Trump,61.2
2019.11.2,Tennessee,vote,1,Democrats,36.0
2019.11.2,Tennessee,vote,1,3rd Party,2.6
2019.11.2,Tennessee,win,1,Trump,98.2
2019.11.2,Tennessee,win,1,Democrats,1.8
2019.11.2,Tennessee,win,1,3rd Party,0.0
2019.11.2,South Dakota,vote,1,Trump,61.8
2019.11.2,South Dakota,vote,1,Democrats,34.0
2019.11.2,South Dakota,vote,1,3rd Party,4.1
2019.11.2,South Dakota,win,1,Trump,99.5
2019.11.2,South Dakota,win,1,Democrats,0.5
2019.11.2,South Dakota,win,1,3rd Party,0.0
2019.11.2,South Carolina,vote,1,Trump,55.5
2019.11.2,South Carolina,vote,1,Democrats,41.4
2019.11.2,South Carolina,vote,1,3rd Party,3.0
2019.11.2,South Carolina,win,1,Trump,85.5
2019.11.2,South Carolina,win,1,Democrats,14.5
2019.11.2,South Carolina,win,1,3rd Party,0.0
2019.11.2,Rhode Island,vote,1,Trump,36.4
2019.11.2,Rhode Island,vote,1,Democrats,58.6
2019.11.2,Rhode Island,vote,1,3rd Party,4.9
2019.11.2,Rhode Island,win,1,Trump,4.3
2019.11.2,Rhode Island,win,1,Democrats,95.7
2019.11.2,Rhode Island,win,1,3rd Party,0.0
2019.11.2,Pennsylvania,vote,1,Trump,46.9
2019.11.2,Pennsylvania,vote,1,Democrats,49.7
2019.11.2,Pennsylvania,vote,1,3rd Party,3.3
2019.11.2,Pennsylvania,win,1,Trump,41.7
2019.11.2,Pennsylvania,win,1,Democrats,58.3
2019.11.2,Pennsylvania,win,1,3rd Party,0.0
2019.11.2,Oregon,vote,1,Trump,38.6
2019.11.2,Oregon,vote,1,Democrats,54.7
2019.11.2,Oregon,vote,1,3rd Party,6.6
2019.11.2,Oregon,win,1,Trump,12.6
2019.11.2,Oregon,win,1,Democrats,87.4
2019.11.2,Oregon,win,1,3rd Party,0.0
2019.11.2,Oklahoma,vote,1,Trump,66.2
2019.11.2,Oklahoma,vote,1,Democrats,31.5
2019.11.2,Oklahoma,vote,1,3rd Party,2.2
2019.11.2,Oklahoma,win,1,Trump,99.9
2019.11.2,Oklahoma,win,1,Democrats,0.1
2019.11.2,Oklahoma,win,1,3rd Party,0.0
2019.11.2,Ohio,vote,1,Trump,51.1
2019.11.2,Ohio,vote,1,Democrats,44.8
2019.11.2,Ohio,vote,1,3rd Party,4.0
2019.11.2,Ohio,win,1,Trump,68.5
2019.11.2,Ohio,win,1,Democrats,31.5
2019.11.2,Ohio,win,1,3rd Party,0.0
2019.11.2,North Dakota,vote,1,Trump,63.0
2019.11.2,North Dakota,vote,1,Democrats,31.0
2019.11.2,North Dakota,vote,1,3rd Party,5.9
2019.11.2,North Dakota,win,1,Trump,99.9
2019.11.2,North Dakota,win,1,Democrats,0.1
2019.11.2,North Dakota,win,1,3rd Party,0.0
2019.11.2,North Carolina,vote,1,Trump,49.6
2019.11.2,North Carolina,vote,1,Democrats,48.3
2019.11.2,North Carolina,vote,1,3rd Party,2.0
2019.11.2,North Carolina,win,1,Trump,54.2
2019.11.2,North Carolina,win,1,Democrats,45.8
2019.11.2,North Carolina,win,1,3rd Party,0.0
2019.11.2,New York,vote,1,Trump,34.9
2019.11.2,New York,vote,1,Democrats,60.0
2019.11.2,New York,vote,1,3rd Party,5.0
2019.11.2,New York,win,1,Trump,1.4
2019.11.2,New York,win,1,Democrats,98.6
2019.11.2,New York,win,1,3rd Party,0.0
2019.11.2,New Mexico,vote,1,Trump,40.5
2019.11.2,New Mexico,vote,1,Democrats,54.2
2019.11.2,New Mexico,vote,1,3rd Party,5.1
2019.11.2,New Mexico,win,1,Trump,16.4
2019.11.2,New Mexico,win,1,Democrats,83.6
2019.11.2,New Mexico,win,1,3rd Party,0.0
2019.11.2,New Jersey,vote,1,Trump,39.1
2019.11.2,New Jersey,vote,1,Democrats,57.4
2019.11.2,New Jersey,vote,1,3rd Party,3.4
2019.11.2,New Jersey,win,1,Trump,9.4
2019.11.2,New Jersey,win,1,Democrats,90.6
2019.11.2,New Jersey,win,1,3rd Party,0.0
2019.11.2,New Hampshire,vote,1,Trump,45.0
2019.11.2,New Hampshire,vote,1,Democrats,50.6
2019.11.2,New Hampshire,vote,1,3rd Party,4.2
2019.11.2,New Hampshire,win,1,Trump,33.5
2019.11.2,New Hampshire,win,1,Democrats,66.5
2019.11.2,New Hampshire,win,1,3rd Party,0.0
2019.11.2,Nevada,vote,1,Trump,45.0
2019.11.2,Nevada,vote,1,Democrats,49.6
2019.11.2,Nevada,vote,1,3rd Party,5.3
2019.11.2,Nevada,win,1,Trump,36.9
2019.11.2,Nevada,win,1,Democrats,63.1
2019.11.2,Nevada,win,1,3rd Party,0.0
2019.11.2,Nebraska-3,vote,1,Trump,75.1
2019.11.2,Nebraska-3,vote,1,Democrats,20.4
2019.11.2,Nebraska-3,vote,1,3rd Party,4.4
2019.11.2,Nebraska-3,win,1,Trump,100.0
2019.11.2,Nebraska-3,win,1,Democrats,0.0
2019.11.2,Nebraska-3,win,1,3rd Party,0.0
2019.11.2,Nebraska-2,vote,1,Trump,49.2
2019.11.2,Nebraska-2,vote,1,Democrats,46.3
2019.11.2,Nebraska-2,vote,1,3rd Party,4.3
2019.11.2,Nebraska-2,win,1,Trump,57.1
2019.11.2,Nebraska-2,win,1,Democrats,42.9
2019.11.2,Nebraska-2,win,1,3rd Party,0.0
2019.11.2,Nebraska-1,vote,1,Trump,58.9
2019.11.2,Nebraska-1,vote,1,Democrats,36.2
2019.11.2,Nebraska-1,vote,1,3rd Party,4.8
2019.11.2,Nebraska-1,win,1,Trump,94.8
2019.11.2,Nebraska-1,win,1,Democrats,5.2
2019.11.2,Nebraska-1,win,1,3rd Party,0.0
2019.11.2,Nebraska,vote,1,Trump,60.4
2019.11.2,Nebraska,vote,1,Democrats,34.9
2019.11.2,Nebraska,vote,1,3rd Party,4.6
2019.11.2,Nebraska,win,1,Trump,98.2
2019.11.2,Nebraska,win,1,Democrats,1.8
2019.11.2,Nebraska,win,1,3rd Party,0.0
2019.11.2,Montana,vote,1,Trump,54.7
2019.11.2,Montana,vote,1,Democrats,38.4
2019.11.2,Montana,vote,1,3rd Party,6.9
2019.11.2,Montana,win,1,Trump,88.1
2019.11.2,Montana,win,1,Democrats,11.9
2019.11.2,Montana,win,1,3rd Party,0.0
2019.11.2,Missouri,vote,1,Trump,56.8
2019.11.2,Missouri,vote,1,Democrats,40.2
2019.11.2,Missouri,vote,1,3rd Party,2.9
2019.11.2,Missouri,win,1,Trump,89.0
2019.11.2,Missouri,win,1,Democrats,11.0
2019.11.2,Missouri,win,1,3rd Party,0.0
2019.11.2,Mississippi,vote,1,Trump,57.6
2019.11.2,Mississippi,vote,1,Democrats,39.7
2019.11.2,Mississippi,vote,1,3rd Party,2.6
2019.11.2,Mississippi,win,1,Trump,90.0
2019.11.2,Mississippi,win,1,Democrats,10.0
2019.11.2,Mississippi,win,1,3rd Party,0.0
2019.11.2,Minnesota,vote,1,Trump,43.6
2019.11.2,Minnesota,vote,1,Democrats,50.8
